date,home_team,away_team,team,scorer,minute
9/6/2016,Guatemala,Saint Vincent and the Grenadines,Guatemala,Carlos Ruiz,57
9/6/2016,Guatemala,Saint Vincent and the Grenadines,Guatemala,Carlos Ruiz,59
9/6/2016,Guatemala,Saint Vincent and the Grenadines,Guatemala,Rafael Morales,78
9/6/2016,Guatemala,Saint Vincent and the Grenadines,Guatemala,"Jean Márquez",83
9/6/2016,Guatemala,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Nazir McBurnette,90
9/6/2016,Iraq,Saudi Arabia,Iraq,Mohannad Abdul-Raheem,18
9/6/2016,Iraq,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,81
9/6/2016,Iraq,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,88
9/6/2016,Jamaica,Haiti,Haiti,Kevin Lafrance,68
9/6/2016,Jamaica,Haiti,Haiti,Duckens Nazon,88
9/6/2016,Peru,Ecuador,Peru,Christian Cueva,19
9/6/2016,Peru,Ecuador,Ecuador,Gabriel Achilier,30
9/6/2016,Peru,Ecuador,Peru,Renato Tapia,78
9/6/2016,Qatar,Uzbekistan,Uzbekistan,Egor Krimets,86
9/6/2016,Sweden,Netherlands,Sweden,Marcus Berg,43
9/6/2016,Sweden,Netherlands,Netherlands,Wesley Sneijder,67
9/6/2016,Switzerland,Portugal,Switzerland,Breel Embolo,24
9/6/2016,Switzerland,Portugal,Switzerland,Admir Mehmedi,30
9/6/2016,Thailand,Japan,Japan,Genki Haraguchi,19
9/6/2016,Thailand,Japan,Japan,Takuma Asano,75
9/6/2016,United Arab Emirates,Australia,Australia,Tim Cahill,75
9/6/2016,United States,Trinidad and Tobago,United States,Sacha Kljestan,44
9/6/2016,United States,Trinidad and Tobago,United States,Jozy Altidore,59
9/6/2016,United States,Trinidad and Tobago,United States,Jozy Altidore,62
9/6/2016,United States,Trinidad and Tobago,United States,Paul Arriola,71
9/6/2016,Uruguay,Paraguay,Uruguay,Edinson Cavani,17
9/6/2016,Uruguay,Paraguay,Uruguay,Cristian Rodríguez,41
9/6/2016,Uruguay,Paraguay,Uruguay,"Luis Suárez",45
9/6/2016,Uruguay,Paraguay,Uruguay,Edinson Cavani,53
9/6/2016,Venezuela,Argentina,Venezuela,Juanpi,34
9/6/2016,Venezuela,Argentina,Venezuela,Josef Martínez,53
9/6/2016,Venezuela,Argentina,Argentina,Lucas Pratto,57
9/6/2016,Venezuela,Argentina,Argentina,"Nicolás Otamendi",82
10/6/2016,Austria,Wales,Wales,Joe Allen,22
10/6/2016,Austria,Wales,Austria,Marko Arnautović,28
10/6/2016,Austria,Wales,Wales,Kevin Wimmer,45
10/6/2016,Austria,Wales,Austria,Marko Arnautović,48
10/6/2016,Brazil,Bolivia,Brazil,Neymar,10
10/6/2016,Brazil,Bolivia,Brazil,Philippe Coutinho,25
10/6/2016,Brazil,Bolivia,Brazil,Filipe Luís,38
10/6/2016,Brazil,Bolivia,Brazil,Gabriel Jesus,43
10/6/2016,Brazil,Bolivia,Brazil,Roberto Firmino,75
10/6/2016,China PR,Syria,Syria,Mahmoud Al-Mawas,54
10/6/2016,Ecuador,Chile,Ecuador,Antonio Valencia,19
10/6/2016,Ecuador,Chile,Ecuador,Cristian Ramírez,23
10/6/2016,Ecuador,Chile,Ecuador,Felipe Caicedo,47
10/6/2016,Iceland,Finland,Finland,Teemu Pukki,21
10/6/2016,Iceland,Finland,Iceland,"Kári Árnason",37
10/6/2016,Iceland,Finland,Finland,Robin Lod,39
10/6/2016,Iceland,Finland,Iceland,Alfreð Finnbogason,90
10/6/2016,Iceland,Finland,Iceland,Ragnar Sigurðsson,90
10/6/2016,Italy,Spain,Spain,Vitolo,55
10/6/2016,Italy,Spain,Italy,Daniele De Rossi,82
10/6/2016,Japan,Iraq,Japan,Genki Haraguchi,26
10/6/2016,Japan,Iraq,Iraq,Saad Abdul-Amir,60
10/6/2016,Japan,Iraq,Japan,Hotaru Yamaguchi,90
10/6/2016,Kosovo,Croatia,Croatia,Mario Mandžukić,6
10/6/2016,Kosovo,Croatia,Croatia,Mario Mandžukić,24
10/6/2016,Kosovo,Croatia,Croatia,Mario Mandžukić,35
10/6/2016,Kosovo,Croatia,Croatia,Matej Mitrović,68
10/6/2016,Kosovo,Croatia,Croatia,"Ivan Perišić",83
10/6/2016,Kosovo,Croatia,Croatia,Nikola Kalinić,90
10/6/2016,Liechtenstein,Albania,Albania,Peter Jehle,12
10/6/2016,Liechtenstein,Albania,Albania,Bekim Balaj,71
10/6/2016,Moldova,Serbia,Serbia,Filip Kostić,19
10/6/2016,Moldova,Serbia,Serbia,Branislav Ivanović,37
10/6/2016,Moldova,Serbia,Serbia,"Dušan Tadić",59
10/6/2016,North Macedonia,Israel,Israel,Tomer Hemed,25
10/6/2016,North Macedonia,Israel,Israel,Tal Ben Haim,43
10/6/2016,North Macedonia,Israel,North Macedonia,Ilija Nestorovski,63
10/6/2016,Paraguay,Colombia,Colombia,Edwin Cardona,90
10/6/2016,Peru,Argentina,Argentina,Ramiro Funes Mori,15
10/6/2016,Peru,Argentina,Peru,Paolo Guerrero,57
10/6/2016,Peru,Argentina,Argentina,Gonzalo Higuaín,77
10/6/2016,Peru,Argentina,Peru,Christian Cueva,83
10/6/2016,Republic of Ireland,Georgia,Republic of Ireland,Séamus Coleman,56
10/6/2016,Saudi Arabia,Australia,Saudi Arabia,Taisir Al-Jassim,5
10/6/2016,Saudi Arabia,Australia,Australia,Trent Sainsbury,45
10/6/2016,Saudi Arabia,Australia,Australia,Tomi Juric,71
10/6/2016,Saudi Arabia,Australia,Saudi Arabia,Nasser Al-Shamrani,79
10/6/2016,South Korea,Qatar,South Korea,Ki Sung-yueng,11
10/6/2016,South Korea,Qatar,Qatar,Hassan Al-Haydos,16
10/6/2016,South Korea,Qatar,Qatar,"Sebastián Soria",45
10/6/2016,South Korea,Qatar,South Korea,Ji Dong-won,56
10/6/2016,South Korea,Qatar,South Korea,Son Heung-min,58
10/6/2016,Turkey,Ukraine,Ukraine,Andriy Yarmolenko,24
10/6/2016,Turkey,Ukraine,Ukraine,Artem Kravets,27
10/6/2016,Turkey,Ukraine,Turkey,Ozan Tufan,45
10/6/2016,Turkey,Ukraine,Turkey,Hakan Çalhanoğlu,81
10/6/2016,United Arab Emirates,Thailand,United Arab Emirates,Ali Mabkhout,14
10/6/2016,United Arab Emirates,Thailand,United Arab Emirates,Ali Mabkhout,47
10/6/2016,United Arab Emirates,Thailand,Thailand,Tana Chanabut,65
10/6/2016,United Arab Emirates,Thailand,United Arab Emirates,Ahmed Khalil,90
10/6/2016,Uruguay,Venezuela,Uruguay,"Nicolás Lodeiro",29
10/6/2016,Uruguay,Venezuela,Uruguay,Edinson Cavani,46
10/6/2016,Uruguay,Venezuela,Uruguay,Edinson Cavani,78
10/6/2016,Uzbekistan,Iran,Iran,Jalal Hosseini,27
10/7/2016,Belgium,Bosnia and Herzegovina,Belgium,Emir Spahić,26
10/7/2016,Belgium,Bosnia and Herzegovina,Belgium,Eden Hazard,29
10/7/2016,Belgium,Bosnia and Herzegovina,Belgium,Toby Alderweireld,60
10/7/2016,Belgium,Bosnia and Herzegovina,Belgium,Romelu Lukaku,79
10/7/2016,Estonia,Gibraltar,Estonia,Mattias Käit,47
10/7/2016,Estonia,Gibraltar,Estonia,Konstantin Vassiljev,52
10/7/2016,Estonia,Gibraltar,Estonia,Mattias Käit,70
10/7/2016,Estonia,Gibraltar,Estonia,"Sergei Mošnikov",88
10/7/2016,France,Bulgaria,Bulgaria,Mihail Aleksandrov,6
10/7/2016,France,Bulgaria,France,Kevin Gameiro,23
10/7/2016,France,Bulgaria,France,Dimitri Payet,26
10/7/2016,France,Bulgaria,France,Antoine Griezmann,38
10/7/2016,France,Bulgaria,France,Kevin Gameiro,59
10/7/2016,Greece,Cyprus,Greece,Konstantinos Mitroglou,12
10/7/2016,Greece,Cyprus,Greece,Petros Mantalos,42
10/7/2016,Hungary,Switzerland,Switzerland,Haris Seferovic,51
10/7/2016,Hungary,Switzerland,Hungary,"Ádám Szalai",53
10/7/2016,Hungary,Switzerland,Switzerland,Ricardo Rodríguez,67
10/7/2016,Hungary,Switzerland,Hungary,"Ádám Szalai",71
10/7/2016,Hungary,Switzerland,Switzerland,Valentin Stocker,89
10/7/2016,Latvia,Faroe Islands,Faroe Islands,Sonni Nattestad,19
10/7/2016,Latvia,Faroe Islands,Faroe Islands,Jóan Símun Edmundsson,70
10/7/2016,Luxembourg,Sweden,Sweden,Mikael Lustig,58
10/7/2016,Netherlands,Belarus,Netherlands,Quincy Promes,15
10/7/2016,Netherlands,Belarus,Netherlands,Quincy Promes,31
10/7/2016,Netherlands,Belarus,Belarus,Alexei Rios,47
10/7/2016,Netherlands,Belarus,Netherlands,Davy Klaassen,56
10/7/2016,Netherlands,Belarus,Netherlands,Vincent Janssen,64
10/7/2016,Portugal,Andorra,Portugal,Cristiano Ronaldo,2
10/7/2016,Portugal,Andorra,Portugal,Cristiano Ronaldo,4
10/7/2016,Portugal,Andorra,Portugal,João Cancelo,44
10/7/2016,Portugal,Andorra,Portugal,Cristiano Ronaldo,47
10/7/2016,Portugal,Andorra,Portugal,Cristiano Ronaldo,68
10/7/2016,Portugal,Andorra,Portugal,André Silva,86
10/8/2016,Armenia,Romania,Romania,Bogdan Stancu,4
10/8/2016,Armenia,Romania,Romania,Adrian Popa,10
10/8/2016,Armenia,Romania,Romania,Răzvan Marin,12
10/8/2016,Armenia,Romania,Romania,Nicolae Stanciu,29
10/8/2016,Armenia,Romania,Romania,Alexandru Chipciu,60
10/8/2016,Azerbaijan,Norway,Azerbaijan,Maksim Medvedev,11
10/8/2016,Burkina Faso,South Africa,South Africa,Dean Furman,80
10/8/2016,Burkina Faso,South Africa,Burkina Faso,Banou Diawara,89
10/8/2016,DR Congo,Libya,DR Congo,Dieumerci Mbokani,6
10/8/2016,DR Congo,Libya,DR Congo,Jonathan Bolingi,45
10/8/2016,DR Congo,Libya,DR Congo,Dieumerci Mbokani,57
10/8/2016,DR Congo,Libya,DR Congo,Firmin Ndombe Mubele,68
10/8/2016,England,Malta,England,Daniel Sturridge,29
10/8/2016,England,Malta,England,Dele Alli,38
10/8/2016,Germany,Czech Republic,Germany,Thomas Müller,13
10/8/2016,Germany,Czech Republic,Germany,Toni Kroos,49
10/8/2016,Germany,Czech Republic,Germany,Thomas Müller,65
10/8/2016,Ivory Coast,Mali,Mali,Sambou Yatabaré,18
10/8/2016,Ivory Coast,Mali,Ivory Coast,Jonathan Kodjia,26
10/8/2016,Ivory Coast,Mali,Ivory Coast,Salif Coulibaly,31
10/8/2016,Ivory Coast,Mali,Ivory Coast,Gervinho,34
10/8/2016,Montenegro,Kazakhstan,Montenegro,"Žarko Tomašević",24
10/8/2016,Montenegro,Kazakhstan,Montenegro,Nikola Vukčević,59
10/8/2016,Montenegro,Kazakhstan,Montenegro,Stevan Jovetić,64
10/8/2016,Montenegro,Kazakhstan,Montenegro,Fatos Bećiraj,73
10/8/2016,Montenegro,Kazakhstan,Montenegro,Stefan Savić,78
10/8/2016,Northern Ireland,San Marino,Northern Ireland,Steven Davis,26
10/8/2016,Northern Ireland,San Marino,Northern Ireland,Kyle Lafferty,79
10/8/2016,Northern Ireland,San Marino,Northern Ireland,Jamie Ward,85
10/8/2016,Northern Ireland,San Marino,Northern Ireland,Kyle Lafferty,90
10/8/2016,Poland,Denmark,Poland,Robert Lewandowski,20
10/8/2016,Poland,Denmark,Poland,Robert Lewandowski,36
10/8/2016,Poland,Denmark,Poland,Robert Lewandowski,48
10/8/2016,Poland,Denmark,Denmark,Kamil Glik,49
10/8/2016,Poland,Denmark,Denmark,Yussuf Poulsen,69
10/8/2016,Scotland,Lithuania,Lithuania,Fedor Černych,59
10/8/2016,Scotland,Lithuania,Scotland,James McArthur,89
10/8/2016,Senegal,Cape Verde,Senegal,Keita Baldé,24
10/8/2016,Senegal,Cape Verde,Senegal,Moussa Sow,80
10/8/2016,Slovenia,Slovakia,Slovenia,Rok Kronaveter,74
10/9/2016,Albania,Spain,Spain,Diego Costa,55
10/9/2016,Albania,Spain,Spain,Nolito,63
10/9/2016,Algeria,Cameroon,Algeria,Hillal Soudani,7
10/9/2016,Algeria,Cameroon,Cameroon,Benjamin Moukandjo,24
10/9/2016,Congo,Egypt,Congo,Férébory Doré,24
10/9/2016,Congo,Egypt,Egypt,Mohamed Salah,41
10/9/2016,Congo,Egypt,Egypt,Abdallah El Said,58
10/9/2016,Finland,Croatia,Croatia,Mario Mandžukić,18
10/9/2016,Iceland,Turkey,Iceland,Theódór Elmar Bjarnason,42
10/9/2016,Iceland,Turkey,Iceland,Alfreð Finnbogason,44
10/9/2016,Israel,Liechtenstein,Israel,Tomer Hemed,4
10/9/2016,Israel,Liechtenstein,Israel,Tomer Hemed,16
10/9/2016,Israel,Liechtenstein,Liechtenstein,Maximilian Göppel,49
10/9/2016,Moldova,Republic of Ireland,Republic of Ireland,Shane Long,2
10/9/2016,Moldova,Republic of Ireland,Moldova,Igor Bugaiov,45
10/9/2016,Moldova,Republic of Ireland,Republic of Ireland,James McClean,69
10/9/2016,Moldova,Republic of Ireland,Republic of Ireland,James McClean,76
10/9/2016,North Macedonia,Italy,Italy,Andrea Belotti,24
10/9/2016,North Macedonia,Italy,North Macedonia,Ilija Nestorovski,57
10/9/2016,North Macedonia,Italy,North Macedonia,Ferhan Hasani,59
10/9/2016,North Macedonia,Italy,Italy,Ciro Immobile,75
10/9/2016,North Macedonia,Italy,Italy,Ciro Immobile,90
10/9/2016,Serbia,Austria,Serbia,Aleksandar Mitrović,6
10/9/2016,Serbia,Austria,Austria,Marcel Sabitzer,16
10/9/2016,Serbia,Austria,Serbia,Aleksandar Mitrović,23
10/9/2016,Serbia,Austria,Austria,Marc Janko,62
10/9/2016,Serbia,Austria,Serbia,"Dušan Tadić",74
10/9/2016,Tunisia,Guinea,Tunisia,Aymen Abdennour,58
10/9/2016,Tunisia,Guinea,Tunisia,Änis Ben-Hatira,79
10/9/2016,Ukraine,Kosovo,Ukraine,Artem Kravets,31
10/9/2016,Ukraine,Kosovo,Ukraine,Andriy Yarmolenko,81
10/9/2016,Ukraine,Kosovo,Ukraine,Ruslan Rotan,87
10/9/2016,Wales,Georgia,Wales,Gareth Bale,10
10/9/2016,Wales,Georgia,Georgia,Tornike Okriashvili,57
10/9/2016,Zambia,Nigeria,Nigeria,Alex Iwobi,33
10/9/2016,Zambia,Nigeria,Nigeria,Kelechi Iheanacho,43
10/9/2016,Zambia,Nigeria,Zambia,Collins Mbesuma,71
10/10/2016,Andorra,Switzerland,Switzerland,Fabian Schär,19
10/10/2016,Andorra,Switzerland,Switzerland,Admir Mehmedi,77
10/10/2016,Andorra,Switzerland,Andorra,Alexandre Martínez Palau,90
10/10/2016,Belarus,Luxembourg,Belarus,Pavel Savitsky,80
10/10/2016,Belarus,Luxembourg,Luxembourg,Aurélien Joachim,85
10/10/2016,Bosnia and Herzegovina,Cyprus,Bosnia and Herzegovina,Edin Džeko,70
10/10/2016,Bosnia and Herzegovina,Cyprus,Bosnia and Herzegovina,Edin Džeko,81
10/10/2016,Estonia,Greece,Greece,Vasilis Torosidis,2
10/10/2016,Estonia,Greece,Greece,Kostas Stafylidis,60
10/10/2016,Faroe Islands,Portugal,Portugal,André Silva,12
10/10/2016,Faroe Islands,Portugal,Portugal,André Silva,22
10/10/2016,Faroe Islands,Portugal,Portugal,André Silva,37
10/10/2016,Faroe Islands,Portugal,Portugal,Cristiano Ronaldo,65
10/10/2016,Faroe Islands,Portugal,Portugal,João Moutinho,90
10/10/2016,Faroe Islands,Portugal,Portugal,João Cancelo,90
10/10/2016,Gibraltar,Belgium,Belgium,Christian Benteke,1
10/10/2016,Gibraltar,Belgium,Belgium,Axel Witsel,19
10/10/2016,Gibraltar,Belgium,Belgium,Christian Benteke,43
10/10/2016,Gibraltar,Belgium,Belgium,Dries Mertens,51
10/10/2016,Gibraltar,Belgium,Belgium,Christian Benteke,56
10/10/2016,Gibraltar,Belgium,Belgium,Eden Hazard,79
10/10/2016,Latvia,Hungary,Hungary,"Ádám Gyurcsó",10
10/10/2016,Latvia,Hungary,Hungary,"Ádám Szalai",77
10/10/2016,Netherlands,France,France,Paul Pogba,30
10/10/2016,Sweden,Bulgaria,Sweden,Ola Toivonen,39
10/10/2016,Sweden,Bulgaria,Sweden,Oscar Hiljemark,45
10/10/2016,Sweden,Bulgaria,Sweden,Victor Lindelöf,58
10/11/2016,Argentina,Paraguay,Paraguay,"Derlis González",17
10/11/2016,Australia,Japan,Japan,Genki Haraguchi,5
10/11/2016,Australia,Japan,Australia,Mile Jedinak,52
10/11/2016,Bolivia,Ecuador,Bolivia,Pablo Daniel Escobar,3
10/11/2016,Bolivia,Ecuador,Bolivia,Pablo Daniel Escobar,43
10/11/2016,Bolivia,Ecuador,Ecuador,Enner Valencia,47
10/11/2016,Bolivia,Ecuador,Ecuador,Enner Valencia,88
10/11/2016,Chile,Peru,Chile,Arturo Vidal,9
10/11/2016,Chile,Peru,Peru,Edison Flores,75
10/11/2016,Chile,Peru,Chile,Arturo Vidal,85
10/11/2016,Colombia,Uruguay,Colombia,Abel Aguilar,16
10/11/2016,Colombia,Uruguay,Uruguay,Cristian Rodríguez,27
10/11/2016,Colombia,Uruguay,Uruguay,"Luis Suárez",73
10/11/2016,Colombia,Uruguay,Colombia,Yerry Mina,85
10/11/2016,Denmark,Montenegro,Montenegro,Fatos Bećiraj,32
10/11/2016,Germany,Northern Ireland,Germany,Julian Draxler,13
10/11/2016,Germany,Northern Ireland,Germany,Sami Khedira,17
10/11/2016,Iran,South Korea,Iran,Sardar Azmoun,25
10/11/2016,Iraq,Thailand,Iraq,Mohannad Abdul-Raheem,7
10/11/2016,Iraq,Thailand,Iraq,Mohannad Abdul-Raheem,25
10/11/2016,Iraq,Thailand,Iraq,Mohannad Abdul-Raheem,87
10/11/2016,Iraq,Thailand,Iraq,Mohannad Abdul-Raheem,90
10/11/2016,Lithuania,Malta,Lithuania,Fedor Černych,76
10/11/2016,Lithuania,Malta,Lithuania,Arvydas Novikovas,84
10/11/2016,Norway,San Marino,Norway,Davide Simoncini,12
10/11/2016,Norway,San Marino,San Marino,Mattia Stefanelli,54
10/11/2016,Norway,San Marino,Norway,Adama Diomande,77
10/11/2016,Norway,San Marino,Norway,Martin Samuelsen,82
10/11/2016,Norway,San Marino,Norway,Joshua King,83
10/11/2016,Poland,Armenia,Poland,Hrayr Mkoyan,48
10/11/2016,Poland,Armenia,Armenia,Marcos Pizzelli,50
10/11/2016,Poland,Armenia,Poland,Robert Lewandowski,90
10/11/2016,Qatar,Syria,Qatar,Hassan Al-Haydos,37
10/11/2016,Saudi Arabia,United Arab Emirates,Saudi Arabia,Fahad Al-Muwallad,73
10/11/2016,Saudi Arabia,United Arab Emirates,Saudi Arabia,Nawaf Al-Abed,79
10/11/2016,Saudi Arabia,United Arab Emirates,Saudi Arabia,Yahya Al-Shehri,90
10/11/2016,Slovakia,Scotland,Slovakia,Róbert Mak,18
10/11/2016,Slovakia,Scotland,Slovakia,Róbert Mak,56
10/11/2016,Slovakia,Scotland,Slovakia,Adam Nemec,68
10/11/2016,Uzbekistan,China PR,Uzbekistan,Marat Bikmaev,50
10/11/2016,Uzbekistan,China PR,Uzbekistan,Otabek Shukurov,85
10/11/2016,Venezuela,Brazil,Brazil,Gabriel Jesus,7
10/11/2016,Venezuela,Brazil,Brazil,Willian,53
11/10/2016,Brazil,Argentina,Brazil,Philippe Coutinho,25
11/10/2016,Brazil,Argentina,Brazil,Neymar,45
11/10/2016,Brazil,Argentina,Brazil,Paulinho,58
11/10/2016,Paraguay,Peru,Paraguay,Cristian Riveros,10
11/10/2016,Paraguay,Peru,Peru,Christian Ramos,49
11/10/2016,Paraguay,Peru,Peru,Edison Flores,71
11/10/2016,Paraguay,Peru,Peru,Christian Cueva,79
11/10/2016,Paraguay,Peru,Peru,Édgar Benítez,84
11/10/2016,Uruguay,Ecuador,Uruguay,"Sebastián Coates",12
11/10/2016,Uruguay,Ecuador,Ecuador,Felipe Caicedo,44
11/10/2016,Uruguay,Ecuador,Uruguay,"Diego Rolán",45
11/10/2016,Venezuela,Bolivia,Venezuela,Jacobo Kouffati,2
11/10/2016,Venezuela,Bolivia,Venezuela,Josef Martínez,10
11/10/2016,Venezuela,Bolivia,Venezuela,Josef Martínez,67
11/10/2016,Venezuela,Bolivia,Venezuela,Josef Martínez,69
11/10/2016,Venezuela,Bolivia,Venezuela,Rómulo Otero,74
11/11/2016,Armenia,Montenegro,Montenegro,"Damir Kojašević",36
11/11/2016,Armenia,Montenegro,Montenegro,Stevan Jovetić,38
11/11/2016,Armenia,Montenegro,Armenia,Artak Grigoryan,50
11/11/2016,Armenia,Montenegro,Armenia,Varazdat Haroyan,74
11/11/2016,Armenia,Montenegro,Armenia,Gevorg Ghazaryan,90
11/11/2016,Czech Republic,Norway,Czech Republic,Michael Krmenčík,11
11/11/2016,Czech Republic,Norway,Czech Republic,Jaromír Zmrhal,47
11/11/2016,Czech Republic,Norway,Norway,Joshua King,87
11/11/2016,Denmark,Kazakhstan,Denmark,Andreas Cornelius,15
11/11/2016,Denmark,Kazakhstan,Kazakhstan,Gafurzhan Suyumbayev,17
11/11/2016,Denmark,Kazakhstan,Denmark,Christian Eriksen,36
11/11/2016,Denmark,Kazakhstan,Denmark,Peter Ankersen,78
11/11/2016,Denmark,Kazakhstan,Denmark,Christian Eriksen,90
11/11/2016,England,Scotland,England,Daniel Sturridge,23
11/11/2016,England,Scotland,England,Adam Lallana,50
11/11/2016,England,Scotland,England,Gary Cahill,61
11/11/2016,France,Sweden,Sweden,Emil Forsberg,55
11/11/2016,France,Sweden,France,Paul Pogba,58
11/11/2016,France,Sweden,France,Dimitri Payet,65
11/11/2016,Honduras,Panama,Panama,Fidel Escobar,22
11/11/2016,Libya,Tunisia,Tunisia,Wahbi Khazri,50
11/11/2016,Malta,Slovenia,Slovenia,Benjamin Verbič,47
11/11/2016,Northern Ireland,Azerbaijan,Northern Ireland,Kyle Lafferty,27
11/11/2016,Northern Ireland,Azerbaijan,Northern Ireland,Gareth McAuley,40
11/11/2016,Northern Ireland,Azerbaijan,Northern Ireland,Conor McLaughlin,66
11/11/2016,Northern Ireland,Azerbaijan,Northern Ireland,Chris Brunt,83
11/11/2016,Romania,Poland,Poland,Kamil Grosicki,11
11/11/2016,Romania,Poland,Poland,Robert Lewandowski,83
11/11/2016,Romania,Poland,Poland,Robert Lewandowski,90
11/11/2016,San Marino,Germany,Germany,Sami Khedira,7
11/11/2016,San Marino,Germany,Germany,Serge Gnabry,9
11/11/2016,San Marino,Germany,Germany,Jonas Hector,32
11/11/2016,San Marino,Germany,Germany,Serge Gnabry,58
11/11/2016,San Marino,Germany,Germany,Jonas Hector,65
11/11/2016,San Marino,Germany,Germany,Serge Gnabry,76
11/11/2016,San Marino,Germany,Germany,Mattia Stefanelli,82
11/11/2016,San Marino,Germany,Germany,Kevin Volland,85
11/11/2016,Slovakia,Lithuania,Slovakia,Adam Nemec,12
11/11/2016,Slovakia,Lithuania,Slovakia,Juraj Kucka,15
11/11/2016,Slovakia,Lithuania,Slovakia,Martin Škrtel,36
11/11/2016,Slovakia,Lithuania,Slovakia,"Marek Hamšík",86
11/11/2016,Trinidad and Tobago,Costa Rica,Costa Rica,Christian Bolaños,65
11/11/2016,Trinidad and Tobago,Costa Rica,Costa Rica,Rónald Matarrita,90
11/11/2016,United States,Mexico,Mexico,Miguel Layún,20
11/11/2016,United States,Mexico,United States,Bobby Wood,49
11/11/2016,United States,Mexico,Mexico,"Rafael Márquez",89
11/12/2016,Albania,Israel,Israel,Eran Zahavi,18
11/12/2016,Albania,Israel,Israel,Dan Einbinder,66
11/12/2016,Albania,Israel,Israel,Eliran Atar,83
11/12/2016,Austria,Republic of Ireland,Republic of Ireland,James McClean,48
11/12/2016,Cameroon,Zambia,Zambia,Collins Mbesuma,34
11/12/2016,Cameroon,Zambia,Cameroon,Vincent Aboubakar,45
11/12/2016,Cape Verde,Burkina Faso,Burkina Faso,Issoufou Dayo,2
11/12/2016,Cape Verde,Burkina Faso,Burkina Faso,Préjuce Nakoulma,28
11/12/2016,Croatia,Iceland,Croatia,Marcelo Brozović,15
11/12/2016,Croatia,Iceland,Croatia,Marcelo Brozović,90
11/12/2016,Georgia,Moldova,Georgia,Valeri Qazaishvili,16
11/12/2016,Georgia,Moldova,Moldova,Alexandru Gațcan,78
11/12/2016,Liechtenstein,Italy,Italy,Andrea Belotti,11
11/12/2016,Liechtenstein,Italy,Italy,Ciro Immobile,12
11/12/2016,Liechtenstein,Italy,Italy,Antonio Candreva,32
11/12/2016,Liechtenstein,Italy,Italy,Andrea Belotti,44
11/12/2016,New Zealand,New Caledonia,New Zealand,Marco Rojas,42
11/12/2016,New Zealand,New Caledonia,New Zealand,Marco Rojas,72
11/12/2016,Nigeria,Algeria,Nigeria,Victor Moses,24
11/12/2016,Nigeria,Algeria,Nigeria,Mikel John Obi,41
11/12/2016,Nigeria,Algeria,Algeria,Nabil Bentaleb,66
11/12/2016,Nigeria,Algeria,Nigeria,Victor Moses,90
11/12/2016,Spain,North Macedonia,Spain,Darko Velkovski,34
11/12/2016,Spain,North Macedonia,Spain,Vitolo,63
11/12/2016,Spain,North Macedonia,Spain,Nacho Monreal,84
11/12/2016,Spain,North Macedonia,Spain,Aritz Aduriz,85
11/12/2016,Turkey,Kosovo,Turkey,Burak Yılmaz,51
11/12/2016,Turkey,Kosovo,Turkey,Volkan Şen,55
11/12/2016,Uganda,Congo,Uganda,Farouk Miya,17
11/12/2016,Ukraine,Finland,Ukraine,Artem Kravets,25
11/12/2016,Wales,Serbia,Wales,Gareth Bale,30
11/12/2016,Wales,Serbia,Serbia,Aleksandar Mitrović,86
11/13/2016,Belgium,Estonia,Belgium,Thomas Meunier,8
11/13/2016,Belgium,Estonia,Belgium,Dries Mertens,16
11/13/2016,Belgium,Estonia,Belgium,Eden Hazard,25
11/13/2016,Belgium,Estonia,Estonia,Henri Anier,29
11/13/2016,Belgium,Estonia,Belgium,Yannick Carrasco,62
11/13/2016,Belgium,Estonia,Belgium,Ragnar Klavan,64
11/13/2016,Belgium,Estonia,Belgium,Dries Mertens,68
11/13/2016,Belgium,Estonia,Belgium,Romelu Lukaku,83
11/13/2016,Belgium,Estonia,Belgium,Romelu Lukaku,88
11/13/2016,Bulgaria,Belarus,Bulgaria,Ivelin Popov,10
11/13/2016,Cyprus,Gibraltar,Cyprus,Konstantinos Laifis,29
11/13/2016,Cyprus,Gibraltar,Gibraltar,Lee Casciaro,51
11/13/2016,Cyprus,Gibraltar,Cyprus,Pieros Sotiriou,65
